"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GenesInGo"
"11","GO:0001763","morphogenesis of a branching structure","147/6412","245/17059",0.6,1.59628820960699,7.29543055238845,6.99903048597259e-13,1.85328494743149e-10,1.5971910358998e-10,"Ednra/Pgf/Six2/Hhip/Nfatc3/Myc/Esrp2/Adamts16/Cdh1/Gdnf/Nkx2-1/Sox2/St14/Wnt5a/Foxa1/Igf1/Med1/Hmga2/Bcl11a/Plxna1/Pkd1/Lrp5/Fkbpl/Spry1/Csmd1/Fat4/Pkd2/Nkx3-1/Sulf1/Msx2/Ctnnbip1/Ctnnd2/Mecp2/Ntn4/Gli2/Sema5a/Prdm1/Kras/Gpc3/Eya1/Rere/Lama1/Dchs1/Tnc/Pitx2/Egf/Yap1/Pgr/Ahr/Lef1/Smad4/Npnt/Rspo2/Pkhd1/Six1/Six4/Pax2/Met/Pdgfra/Etv5/Cxcr4/Sfrp1/Timeless/Wnt2/Socs3/Trp63/Fgf10/Maged1/Sema3e/Sox10/Hnrnpk/Ar/Gli3/Dlx2/Agtr1b/Lrp6/Ptch1/Gdf7/Mmp14/Gbx2/Mycn/Hs3st3b1/Hgf/Hs3st3a1/Shox2/Foxd1/Snai2/Dicer1/Tbx1/Pak1/Hhex/Mgp/Wnt4/Fem1b/Tmem59l/Btbd7/Kdm5b/Pdgfb/Nfatc4/Smo/Fgfr1/Pbx1/Agtr2/Setd2/Grhl2/Fgfr2/Foxf1/Dlg5/Foxc2/Cxcl12/Hoxd13/Sfrp2/Src/Hnf1b/Bmp4/Wnt2b/Lhx1/Pxn/Epha7/Ihh/Shh/Ctnnb1/Abl1/Hoxa5/Hoxa11/Sox8/Tbx3/Esrp1/Sirt6/Mks1/Tmem67/Vangl2/Tacstd2/Sox9/Rdh10/Wnt6/Hoxb7/Sema3a/Tfap2c/Foxa2/Gzf1/Spint1/Tbx2/Spint2/Rxra/Mdk/Grem1",147,245
"12","GO:0051054","positive regulation of DNA metabolic process","175/6412","304/17059",0.575657894736842,1.53152651689267,7.25665867645927,8.47821803103971e-13,2.15516302349029e-10,1.85735445959998e-10,"Gsk3b/Ube2v2/Spidr/Pdgfrb/Atrx/Yeats4/Smarca2/Smarca5/Myc/Chtf8/Terf2/Brd8/Nfrkb/C3ar1/Mad2l2/Ruvbl1/Pot1b/Sirt1/Hdgfl2/Dhx9/Wnt3a/Atm/Prkcd/Spire1/Exosc6/Cct5/Gli2/Slf1/Parp1/Terf2ip/Gli1/Smarce1/Nox4/Ercc8/Ddx11/Eya1/Mrgbp/Nvl/Egf/Cct8/Prkd2/Slx4/Arid2/Naf1/Gnl3/Crebbp/Npm2/Bcl7a/Dkc1/Dbf4/Kdm4d/Met/Eya3/Hnrnpa2b1/Smchd1/Mre11a/Ptges3/Rad51ap1/Dscc1/Pak3/Foxm1/Mas1/E2f7/Tfpt/Timeless/Bcl7c/Cacybp/Arid1a/Fgf10/Smoc2/Phf10/Atr/Stn1/Ercc2/Smarcc2/Ing3/Rgcc/Map2k7/Yy1/Hmgb1/Rnf168/Cbx8/Prim2/Fus/Dhx36/Cyp1b1/Parg/Ercc6/Skp2/Ep400/Mapk8/Rtel1/Mapk15/Brca1/Clcf1/Dpf2/Hgf/Rfc3/Atad5/Uimc1/Fgfr4/Rnf8/Xrcc1/Pdgfb/Baz1a/Hsf1/Fgfr1/Top2b/Smarcc1/Actl6a/Morf4l2/Smarcb1/Wiz/Smarcd1/Pnp/Vps72/Ptprc/Cyren/Xrcc5/Ssbp1/Meaf6/Eya4/Fam168a/Klf4/Fmn2/Paxip1/Wdr48/Ctnnb1/Ddx39b/Chtf18/Cct2/Ppp1r10/Sirt6/Rnf126/Msh2/Hnrnpd/Cebpg/Smarca4/Cd40/Hmces/Exosc3/Terf1/Igfbp3/Rfc2/Eya2/Parp3/Egfr/Peli1/Tbx21/Npm1/Trim28/Actb/Wrap53/Arrb2/Cct6a/Actl6b/Smarcd2/Cct4/Slx1b/Rad51/Mbtd1/Ruvbl2/Epc2/Rif1/Prmt1/Nsd2/Zcwpw1/Kat7/Ccdc117/Ctc1/Aurkb/Actr5/Dpf1/Mapkapk5/Trp53bp1",175,304
"13","GO:0097485","neuron projection guidance","147/6412","246/17059",0.597560975609756,1.58979923314517,7.23096626590432,1.09825901601229e-12,2.58497631361412e-10,2.22777452643741e-10,"Gap43/Ednra/Csf1r/Boc/Gdnf/Nkx2-1/Wnt5a/Epha4/Usp33/L1cam/Draxin/Wnt7b/Fzd3/Ntn3/Sema6c/Sema6b/Rtn4r/Wnt3a/Plxna1/Zic2/Flrt2/Trio/Epha6/Epha3/Lgi1/Tubb2b/Ntn4/Cdh4/Robo1/Arhgef25/Gli2/Sema5a/Ttc8/Sema6a/Kif5a/Dlx5/Robo2/Matn2/Efna5/Isl2/Arhgap35/Lama1/Cntn1/Sema3f/Megf9/Plxna3/Slit1/Nell2/Ythdf1/Smad4/Ark2c/Ephb3/Lrp1/Nova2/Ntf3/Sema4a/Slit3/Sema7a/Nrcam/Cxcr4/Foxg1/Lama3/Nectin1/Isl1/Sema3g/Arx/Bcl11b/Tgfb2/Neo1/Cyfip2/Evl/Foxp1/Sema3d/Sema3e/Unc5c/Bmpr1b/Efnb2/Gfra3/Chl1/Kalrn/Cntn6/Efnb1/Sema5b/Unc5d/Gli3/Ndp/Drgx/Gas1/Bmpr2/Cntn2/Ptch1/Gdf7/Runx3/Ulk1/Nfasc/Lmo4/Gbx2/Efna3/Efna4/Ephb1/Foxd1/Nrp2/Sema4g/Ephb2/Unc5a/Sema4c/Rac3/Smo/Epha5/Cdk5r1/Notch3/Wnt3/Fezf2/Cxcl12/Tubb3/Cdk5/Lhx9/Lhx1/Epha10/Igfals/Megf8/Epha7/Lrtm2/Ntrk1/Cdk5r2/Shh/Mnx1/Lamc3/Hoxa1/Hoxa2/Evx1/Celsr3/Vangl2/Efna2/Cyfip1/Sema4f/Ephb6/Ngfr/Bdnf/Sema3a/Artn/Enah/Flrt3/Lhx2/Kif5c/Dpysl5/Edn3",147,246
"14","GO:0060485","mesenchyme development","183/6412","324/17059",0.564814814814815,1.50267871583374,7.08920162798844,2.6357789150095e-12,5.77599138099495e-10,4.97784308340995e-10,"Gsk3b/Tiam1/Tfap2a/Tcof1/Ednra/Dab2/Cfl1/Six2/Myc/Phldb2/Il17rd/Fbxo11/Gdnf/Nkx2-1/Tasor/Tgfb3/Wnt5a/Epha4/Pax3/Foxa1/Mad2l2/Wnt7b/Sema6c/Hdac2/Sema6b/Slc39a10/Pdcd6/Hmga2/Sox4/Wnt3a/Tcf15/Ezh2/Zic2/Ager/Rflnb/Spry1/Pkd2/Cyp26a1/Ptk2/Msx2/Epha3/Robo1/Sema5a/Akna/Sema6a/Flna/Robo2/Fbxl17/Olfm1/Dchs1/Pitx2/Twist1/Sema3f/Yap1/Dact3/Lef1/Smad4/Phactr4/Vasn/Chrd/Zic3/Six1/Six4/Pax2/Sema4a/Alx1/Sema7a/Sfrp1/Nolc1/Gsc/Isl1/Actg2/Wnt2/Sema3g/Fgf10/Zfp36l1/Tgfb2/Rgcc/Hes1/Sema3d/Erbb3/Sema3e/Tgfbr3l/Sox10/Pdcd4/Amer1/Kat8/Zfp703/Ddx17/Efnb1/Sema5b/Tcf7l2/Nodal/Bcl9l/Lrp6/Bmpr2/Slc39a6/Bnc2/Bmpr1a/Osr1/Gbx2/Mdm4/Foxd1/Poglut1/Snai2/Ell3/Dicer1/Tbx1/Msx1/Nrp2/Ptk7/Sema4g/Kdm1a/Mcrip1/Wnt4/Foxc1/Sema4c/Klhl12/Plaur/Smad3/Smo/Scx/Fgfr1/Fgfr2/Acvrl1/Fendrr/Foxf1/Dlg5/Foxc2/Sfrp2/Ret/Heyl/Nup133/Bmp4/Cplane2/Pdpn/Aldh1a2/Ddx5/Shh/Kitl/Loxl3/Ctnnb1/Rbpj/Hoxa5/Sox8/Hpn/Axin2/Tbx3/Tbx5/Vangl2/Polr1b/Sox9/Phox2b/Rdh10/Tgfbr1/Sema4f/Wnt10a/Col1a1/Spred2/Sp6/Adam8/Zfp64/Trim28/Sema3a/Aplnr/Trim62/Ovol2/Dll3/Pax1/Foxa2/Zfp750/Tead2/Zeb2/Hnrnpab/Tbx2/Hnf1a/Spred3/Snai1/Edn3/Rxra/Mdk/Grem1/Spred1",183,324
"15","GO:0021953","central nervous system neuron differentiation","136/6412","227/17059",0.599118942731278,1.5939441740569,6.9909770904167,5.86711902975401e-12,1.20275940109957e-09,1.03655756576605e-09,"Tfap2a/Dmrt3/Zmiz1/Csf1r/Atp7a/Abt1/Pou4f1/Nkx2-1/Sox2/Wnt5a/Epha4/Nrxn1/Id4/Pax3/L1cam/Draxin/Ascl1/Nkx6-1/Dkk1/Lhx8/Pex5/Wnt3a/Tox/Plxna1/Ighmbp2/Ptger3/Ptk2/Sox5/Drd1/Robo1/Gli2/Dclk2/Dlx5/Robo2/Dvl3/Wnt7a/Isl2/Nin/D16Ertd472e/Arhgap35/Brinp1/Lingo1/Plxna3/Sin3a/Foxp2/Atf5/Ephb3/Nova2/Lbx1/Elavl4/Brinp2/Nhlh2/Foxg1/Ldb1/Sfrp1/Chd5/Tulp3/Faim2/Dclk1/Gnaq/Isl1/Dcx/Wnt2/Sufu/Arx/Gigyf2/Spock1/Bcl11b/Bhlhe22/Kcnq2/Hes1/Sema3e/Fbxo45/Bmpr1b/Ophn1/Ntrk2/Gli3/Dlx1/Dlx2/Hes5/Cntn2/Ptch1/Gdf7/Ulk1/Bmpr1a/Lmo4/Zswim6/Gbx2/Cdh11/Ephb1/Dicer1/Grid2/Nrp2/Zc4h2/Crkl/Ephb2/Ndnf/Spg11/Rac3/Smo/Fgfr1/Tsku/Csnk1d/Fgfr2/Wnt3/Pax7/Fezf2/Sfrp2/Cdk5/Mtpn/Lhx1/Cbln1/Chrnb2/Brinp3/Shh/Ctnnb1/Mnx1/Hoxa1/Dync2h1/Phox2b/Ift172/Tctn1/Grcc10/Lmx1b/Uncx/Kndc1/Sema3a/Tfap2c/Phox2a/Lhx6/Nkx2-2/Zeb2/Nr4a2/Samd4b/Prdm8/Ttc21b",136,227
"16","GO:0072089","stem cell proliferation","90/6412","139/17059",0.647482014388489,1.72261317583488,6.63835206778387,6.89544102679279e-11,1.21723688125745e-08,1.04903449305272e-08,"Ift80/Dab2/Ovol1/Fubp1/Six2/Tert/Wnt5a/Pax3/Hnrnpu/Cd109/Ltbp3/Hmga2/Sox11/Atxn1l/Men1/Vegfc/Gli2/Osr2/Yap1/Ythdf2/Thpo/Tlx1/Ngf/Foxm1/Kdf1/Sfn/Tsc22d1/Trp63/Fgf10/Setd1a/Zfp36l1/Ercc2/Rarg/Runx2/Gli3/Lrp6/Ptch1/Dgcr8/Prrx1/Shox2/Snai2/Ell3/Tial1/Kdm1a/Sox18/Fgfr1/Rarb/Pbx1/Wnt10b/Fgfr2/Wnt3/Sfrp2/Sox17/Ptprc/Scrg1/Hmgb2/Bmp4/Ang/Prrx2/Wnt2b/Xrcc5/Hmx2/Lig4/Prg4/Nes/Shh/Kitl/Ctnnb1/Rbpj/Hoxa3/Rnf43/Axin2/Tbx3/Sirt6/Epcam/Irf6/Cebpa/Sox9/Tgfbr1/Hoxb4/Ccne1/Fermt1/Trp53/Ovol2/Nf1/Kat7/Znrf3/Ctc1/Sart3/Ttyh1",90,139
"17","GO:0022618","protein-RNA complex assembly","108/6412","175/17059",0.617142857142857,1.64189644416719,6.6235909995161,7.14969214300352e-11,1.22800793429155e-08,1.05831716131002e-08,"Rps14/Celf4/Abt1/Ddx28/Smn1/Rrs1/Ptbp2/Mcat/Mcts1/Ruvbl1/Prpf8/Brix1/Dhx9/Prpf39/Atm/Snrpf/Prpf4b/Gemin4/Nvl/Rbm5/Scaf11/Gcfc2/Naf1/Dkc1/Eif3f/Eif3e/Sf3b1/Eif3h/Ptges3/Prpf19/Dhx29/Zrsr2/Ddx46/Nufip1/Slu7/Prpf31/Gemin8/Atr/Snrpd1/Celf6/Khdc4/Eif6/Shq1/Eif3k/Snu13/Snrpc/Psip1/Srsf10/Dicer1/Srpk1/Znhit6/Adar/Rbmx/Strap/Prpf6/Dhx30/Bop1/Aar2/Rps19/Ythdc1/Ckap5/Snrpd3/Xab2/Celf3/Luc7l/Pwp2/Prpf3/Prmt5/Ddx20/Xrcc5/Wdr77/Sf3a2/Prkra/Sf3a3/Celf5/Nopchap1/Ago1/Ago4/Gemin5/Srsf6/Mdn1/Lsm2/Srsf12/Ddx39b/Sf3a1/Usp39/Snrnp200/Srsf1/Coil/Isy1/Nop2/Ncbp1/Snrpe/Snrpg/Clns1a/Sfswap/Nop53/Crnkl1/Ddx42/Denr/Luc7l3/Ruvbl2/U2af2/Snrpb/Eif2s2/Sart3/Tssc4/Clp1",108,175
"18","GO:0016055","Wnt signaling pathway","230/6412","438/17059",0.525114155251142,1.39705589120855,6.53291954096615,9.17959563186573e-11,1.49580333950017e-08,1.28910758630492e-08,"Csnk1g3/Gsk3b/Tiam1/Rnf138/Ift80/Ednra/Dab2/Shisa2/Apcdd1/Atp6v1c2/Amer2/Myc/Cdh1/Rnf146/Sox2/Kremen2/Gpc5/Tert/Plpp3/Daam2/Wnt5a/Hdac1/Draxin/Mad2l2/Shisa3/Ruvbl1/Wnt7b/Fzd3/Dixdc1/Nkd2/Hdac2/Peg12/Dkk1/Tmem131l/Fzd1/Cdk14/Hmga2/Wif1/Sox4/Rspo4/Rtf1/Wnt3a/Spin1/Pkd1/Lrp5/Pkd2/Arl6/Ccar2/Sulf1/Ctnnbip1/Ctnnd2/Tpbg/Sema5a/Hbp1/Dlx5/Abl2/Jrk/Ptpru/Nxn/Dvl3/Wnt7a/Tcf7l1/Gli1/Emd/Gpc3/Pitx2/Depdc1b/Egf/Ccdc88c/Yap1/Dact3/Lef1/Sostdc1/Bcl9/Dact1/Dkk2/Smad4/Tle1/Map3k1/Nkd1/Mdfic/Fbxw11/Rspo2/Lrp1/Cxxc4/Bicc1/Amotl1/Grk6/Tmem132a/Siah1b/Ldb1/Sfrp1/Gsc/Tle4/Gnaq/Isl1/Wnt2/Tnn/Trabd2b/Porcn/Fgf10/Spin4/Bbs4/Cpz/Lgr5/Sox10/Zbed3/Amer1/Csnk1e/Zfp703/Rack1/Cby1/Chd8/Adgra2/Ctr9/Tmem237/Ddx3x/Eda/Tcf7l2/Gli3/Csnk2a2/Ndp/Fzd7/Bcl9l/Lrp6/Sdc1/Lect2/Sfrp4/Foxd1/Snai2/Zbtb33/Barx1/Tle3/Prdm15/Ptk7/Mapk14/Shisa6/Lzts2/Pygo2/Hhex/Fzd6/Wnt4/Tnik/Notum/Tcf7/Klhl12/Lrp4/Smad3/Lgr6/Mdfi/Nfatc4/Ccnyl1/Rac3/Siah1a/Fzd10/Tsku/Wnt10b/Lmbr1l/Csnk1d/Vgll4/Tbl1xr1/Celsr2/Ror1/Fgfr2/Col6a1/Foxl1/Pfdn5/Wnt3/Axin1/Sfrp2/Sox17/Src/Hnf1b/Csnk1g1/Apc2/Wnt2b/G3bp1/Csnk1g2/Rspo1/Tle2/Rbms3/Klf4/Zranb1/Dvl2/Wnt5b/Ankrd6/Shh/Ctnnb1/Abl1/Sox13/Rbpj/Rnf43/Lats1/Axin2/Limd1/Mks1/Celsr3/Tmem67/Vangl2/Smarca4/Reck/Sox9/Lbx2/Invs/Pygo1/Sulf2/Wnt6/Wnt10a/Col1a1/Egfr/Adnp/Ccne1/Hic1/Dlx3/Fermt1/Ccnd1/Nherf1/Gprc5b/Ruvbl2/Zeb2/Fzd2/2210016L21Rik/Hnf1a/Znrf3/Snai1/Rapgef1/Spef1/Ttc21b/Mdk/Grem1",230,438
"19","GO:0007224","smoothened signaling pathway","101/6412","163/17059",0.619631901840491,1.64851849867388,6.45611719375322,2.10782997103262e-10,3.26713645510056e-08,2.81567120392368e-08,"Ndst1/Ift88/Nsdhl/Ift80/Boc/Hhip/Scube1/Foxa1/Dzip1/Nkx6-1/Wnt7b/Tedc2/Ptchd1/Arl6/Arl13b/Gli2/Tmem231/Fbxl17/Gli1/Gpc3/Cibar1/Ttc23/Cluap1/Ift140/Map3k10/2700049A03Rik/Zfp423/Glis2/Chrd/Zic3/Tbc1d32/Sfrp1/Tulp3/Rpgrip1l/Isl1/Sufu/Arl3/B9d1/Fgf10/Ift27/Hes1/Rack1/Runx2/Gli3/Ndp/Hes5/Gas1/Kif7/Ptch1/Cdk20/Scube3/Hhat/Prrx1/Gorab/Ift46/Tedc1/Shox2/Ptpdc1/Ptch2/Evc/Evc2/Gpr161/Traf3ip1/Smo/Kif3a/Cenpj/Wnt10b/Fgfr2/Foxf1/Dlg5/Cfap410/Gas8/Prrx2/C2cd3/Ift56/Cplane2/Ro60/Efcab7/Megf8/Disp1/Ihh/Shh/Armc9/Ulk4/Mks1/Wdr19/Dync2h1/Rab23/Ift172/Tctn1/Stk36/Por/Gpc2/Iqce/Pdcl/Rab34/Nkx2-2/Foxa2/Disp2/Ttc21b/Ttbk2",101,163
"20","GO:0071826","protein-RNA complex organization","111/6412","184/17059",0.603260869565217,1.60496368900702,6.40270531588883,2.83417309101103e-10,4.28837380794645e-08,3.6957901234412e-08,"Rps14/Celf4/Abt1/Ddx28/Smn1/Rrs1/Ptbp2/Mcat/Mcts1/Ruvbl1/Prpf8/Brix1/Dhx9/Prpf39/Atm/Snrpf/Faf2/Prpf4b/Gemin4/Nvl/Rbm5/Scaf11/Gcfc2/Naf1/Dkc1/Eif3f/Eif3e/Sf3b1/Eif3h/Ptges3/Prpf19/Dhx29/Zrsr2/Ddx46/Nufip1/Slu7/Prpf31/Gemin8/Atr/Snrpd1/Celf6/Khdc4/Eif6/Shq1/Eif3k/Snu13/Snrpc/Psip1/Srsf10/Tfip11/Dicer1/Srpk1/Znhit6/Adar/Rbmx/Strap/Prpf6/Dhx30/Bop1/Aar2/Rps19/Ythdc1/Ckap5/Snrpd3/Xab2/Celf3/Luc7l/Pwp2/Prpf3/Prmt5/Ddx20/Xrcc5/Wdr77/Sf3a2/Prkra/Sf3a3/Celf5/Nopchap1/Ago1/Ago4/Gemin5/Srsf6/Mdn1/Lsm2/Srsf12/Ddx39b/Sf3a1/Usp39/Snrnp200/Srsf1/Coil/Isy1/Nop2/Ncbp1/Snrpe/Snrpg/Clns1a/Sfswap/Nop53/Crnkl1/Ddx42/Denr/Luc7l3/Dnajc17/Ruvbl2/U2af2/Snrpb/Eif2s2/Sart3/Tssc4/Clp1",111,184
"21","GO:0060541","respiratory system development","155/6412","277/17059",0.55956678700361,1.48871644096921,6.36388261730303,3.13225320644043e-10,4.62917886672766e-08,3.9895014524136e-08,"Ift88/Pdgfrb/Atp7a/Hhip/Foxp4/Ccdc39/Esrp2/Nkx2-1/Sox2/Tgfb3/Wnt5a/Foxa1/Ascl1/Sim2/Igf1/Wnt7b/Col3a1/Ltbp3/Hmga2/Sox11/Atxn1l/Ccbe1/Fbxw7/Pkd1/Phex/Spry1/Id1/Rbp4/Mecp2/Sav1/Gli2/Aldh1a3/Dlx5/Kras/Rara/Lox/Man2a1/Gli1/Gpc3/Msc/Lama1/Tnc/Pitx2/Slc7a11/Srebf1/Ywhaz/Phf14/Yap1/Pgr/Eif4g1/Gng8/Lef1/Eva1a/Hps1/Foxj1/Foxp2/Clcn2/Rspo2/Zic3/Fgf18/Six1/Six4/Smchd1/Ptges3/Pdgfra/Tnrc6c/Tulp3/Rpgrip1l/Timeless/Stra6/Wnt2/Cftr/Fgf10/Trp73/Hes1/Rarg/Edaradd/Foxp1/Hmgb1/Ccdc40/Eda/Hmga1/Nodal/Gli3/Lrp6/Bmpr2/Pkdcc/Flt4/Mmp14/Bmpr1a/Cldn18/Mycn/Adamts2/Dicer1/Msx1/Ptk7/Ncor2/Hhex/Sfta3-ps/Meg3/Mgp/Fgfr4/Creb1/Fgfr1/Thrb/Bloc1s6/Myt1/Grhl2/Fgfr2/Crispld2/Col6a1/Fendrr/Foxf1/Dlg5/Sp1/Sec24b/Bmp4/Wnt2b/Pdpn/Igfbp5/Cic/Srsf6/Aldh1a2/Acvr2b/Disp1/Shh/Bag6/Loxl3/Ctnnb1/Mnx1/Ada/Rbpj/Hoxa5/Esrp1/Tbx5/Tmem67/Vangl2/Cebpa/Sox9/Phox2b/Rdh10/Tshz3/Tns3/Egfr/Dhcr7/Zfp157/Errfi1/Pou2f1/Rbbp9/Foxa2/Tbx2/Tbx4/Itgb6/Asxl1/Sp3",155,277
"22","GO:0006403","RNA localization","103/6412","170/17059",0.605882352941176,1.6119380940149,6.22267568883703,8.72921261107886e-10,1.1803009817746e-07,1.01720253562023e-07,"Phax/Hnrnpa1/Zfp385a/Pom121l2/Nutf2/Cpsf6/Iws1/Poldip3/Nup107/Nup155/Nup153/Rftn1/Xpo1/Hnrnpu/Khdrbs1/Nup37/Pcid2/Exosc10/Ahctf1/Dhx9/A1cf/Rbm15b/Atm/Seh1l/Magoh/Thoc3/Casc3/Dcp2/Nup160/Nrde2/Zc3h3/Igf2bp3/Dkc1/Ranbp17/Hnrnpa2b1/Rftn2/Igf2bp2/Parp11/Ssb/Nup93/Zfp36l1/Atr/Eif4e/Thoc1/Yy1/Ncbp2/Dhx36/Srsf7/Nop58/Xpo5/Nsun2/Znhit6/Nxf2/Hhex/Alyref/Srsf3/Nxf1/Prpf6/Hsf1/Nup50/Ythdc1/Ckap5/Thoc7/Setd2/Ran/Mcm3ap/Aaas/Mapt/Pabpn1/Nup133/Hnrnpa3/Rbm8a/Chtop/Fubp3/Ddx39b/Nup214/Peg10/Nup43/Cct2/Nol6/Srsf1/Nup35/Nup98/Ncbp1/Zc3h11a/Terf1/Ncbp3/Pom121/Ddx25/Stau1/Igf2bp1/Wrap53/Fbl/Supt6/Nxt1/Cct4/Kif5c/Thoc2l/Hnrnpab/Slbp/Nup188/Caprin1/Gle1",103,170
"23","GO:0016072","rRNA metabolic process","142/6412","252/17059",0.563492063492063,1.49915956193249,6.19500626767667,9.04869729319905e-10,1.19800981871417e-07,1.03246429860778e-07,"Urb1/Rps14/Tcof1/Frg1/Fcf1/Sart1/Abt1/Lsm6/Ercc3/Nol10/Myc/Wdr36/Pwp1/Rrs1/Ddx21/Tsr2/Utp4/Rcl1/Nob1/Utp14b/Brix1/Exosc10/Exosc5/Utp20/Drosha/Ddx10/Rexo4/Utp14a/Spin1/Mphosph10/Polr1a/Exosc6/Dimt1/Srfbp1/Rrp8/Sde2/Ddx11/Trir/Polr1f/Rpp40/Nvl/Ddx18/Mphosph6/Exosc1/Ythdf2/Riok1/Naf1/Nol9/Dkc1/Tsr3/Ncl/Wdr3/Gtpbp4/Fbll1/Wdr43/Mtrex/Nop14/Macroh2a1/Pdcd11/Krr1/Rrp15/Ercc2/Heatr1/Pa2g4/Ppan/Riok2/Ddx17/Eif6/Rbm34/Ddx51/Ercc6/Snu13/Macroh2a2/Wdr12/Pin4/Trmt112/Ddx47/Utp15/Dicer1/Znhit6/Wbp11/Utp6/Rpl7l1/Wdr74/Nop9/Ebna1bp2/Dhx37/Bop1/Mterf4/Rps19/Rrp1b/Smarcb1/Exosc8/Slx9/Pwp2/Gar1/Wdr46/Utp3/Bms1/Ddx52/Ang/Dis3/Rexo1/Tbl3/Top1/Zcchc4/Pes1/Wdr18/Exosc2/Eri2/Wdr75/Utp25/Rpusd1/Nol6/Mettl18/Ddx54/Polr2e/Smarca4/Polr1b/Exosc3/Nop2/Rrp9/Emg1/Bud23/Nsun5/C1d/Mettl16/Pop4/Npm1/Trp53/Esf1/Pelp1/Nop53/Lyar/Usp36/Ftsj3/Fbl/Rpusd2/Utp18/Ubtf/Ddx56/Nat10",142,252
"24","GO:0001764","neuron migration","122/6412","210/17059",0.580952380952381,1.54561239342899,6.17382043197407,1.0934303511833e-09,1.38974997635397e-07,1.19770907730667e-07,"Gsk3b/Nde1/Zmiz1/Phactr1/Pou4f1/Cdh1/Nkx2-1/Nipbl/Ascl1/Nkx6-1/Shtn1/Fzd3/Emx2/Col3a1/Elp3/Kif26a/Kirrel3/Pex13/Pex5/Kif20b/Scrt2/Plxna1/Mdga2/Plxnb2/Ywhae/Flrt2/Ptk2/Drd1/Tyro3/Unk/Tubb2b/Sema6a/Flna/Matn2/Nr2f1/Sh3rf1/Pitx2/Twist1/Astn2/Ctnna2/Plxna3/Nr2f2/Lrp12/Cep85l/Ntng2/Met/Satb2/Cxcr4/Foxg1/Astn1/Esr2/Dclk1/Ntrk3/Fat3/Dcx/Tnn/Arx/Vrk1/Spock1/Mrtfb/Neo1/Arhgef2/Bbs4/Sema3e/Ptprz1/Igsf10/Unc5c/Neurod4/Fbxo45/Gfra3/Chl1/Mrtfa/Ntrk2/Unc5d/Drgx/Lrig2/Cntn2/Mapk8/Ulk1/Zswim6/Trim46/Sox14/Nrg3/Nrp2/Crkl/Ndnf/Bbs1/Adgrl3/Alkbh1/Gpr173/Scrt1/Top2b/Cdk5r1/Ntng1/Celsr2/Fezf2/Cxcl12/Zfp609/Mapt/Cdk5/Dab1/Lhx1/Fyn/Cdk5r2/Ctnnb1/Mnx1/Ulk4/Cckar/Ddit4/Evx1/Katna1/Celsr3/Phox2b/Lmx1b/Tubgcp2/Tlx3/Acap3/Sema3a/Auts2/Lhx6/Nr4a2/Mdk",122,210
